n 	 k 	 h[J] 	 h[eV] 
71	43	8.305335830380149e-14	518377.20046312833
72	43	8.30795919661107e-14	518540.9377604932
73	43	8.310610098016494e-14	518706.3936646628
74	43	8.313288510670388e-14	518873.5666822946
75	43	8.315994410423225e-14	519042.455306097
76	43	8.318727772902868e-14	519213.058014884
77	43	8.32148857352081e-14	519385.3732739649
78	43	8.324276787492128e-14	519559.3995363897
79	43	8.327092389835433e-14	519735.13524294604
1	44	8.190795747671334e-14	511228.1858262701
2	44	8.191643798998242e-14	511281.11691559263
3	44	8.192445711765451e-14	511331.16826857475
4	44	8.193242445927273e-14	511380.8963991108
5	44	8.194048373816985e-14	511431.1983558018
6	44	8.194870351685228e-14	511482.50207125465
7	44	8.195712204461209e-14	511535.0462782714
8	44	8.196576283414067e-14	511588.9777312204
9	44	8.197464133365739e-14	511644.3928501004
10	44	8.198376819802419e-14	511701.3581371893
11	44	8.199315105293771e-14	511759.92118824174
12	44	8.200279551677096e-14	511820.1170703102
13	44	8.201270582629289e-14	511881.97222717106
14	44	8.202288523728216e-14	511945.50697975355
15	44	8.203333629063362e-14	512010.7371870428
16	44	8.204406099461049e-14	512077.6753836054
17	44	8.205506095300345e-14	512146.33157949446
18	44	8.20663374572584e-14	512216.71383526444
19	44	8.20778915540436e-14	512288.828683691
20	44	8.208972409558486e-14	512362.681443938
21	44	8.210183577791132e-14	512438.2764602686
22	44	8.21142271702027e-14	512515.6172852158
23	44	8.212689873752218e-14	512594.70682146936
24	44	8.213985085871216e-14	512675.54743357276
25	44	8.215308384069366e-14	512758.14103717223
26	44	8.216659792985392e-14	512842.48917009274
27	44	8.218039332118426e-14	512928.59304937185
28	44	8.219447016586866e-14	513016.4536186238
29	44	8.220882857742379e-14	513106.07158636226
30	44	8.222346863674548e-14	513197.44745749846
31	44	8.223839039638626e-14	513290.58156003855
32	44	8.225359388410019e-14	513385.47406720964
33	44	8.226907910576183e-14	513482.1250156776
34	44	8.228484604790617e-14	513580.5343214007
35	44	8.230089467984686e-14	513680.7017928501
36	44	8.231722495551963e-14	513782.627142516
37	44	8.233383681503176e-14	513886.30999657814
38	44	8.23507301860221e-14	513991.7499033948
39	44	8.23679049847747e-14	514098.94634045305
40	44	8.238536111722003e-14	514207.8987206184
41	44	8.240309847990341e-14	514318.6063981788
42	44	8.242111696067027e-14	514431.0686731221
43	44	8.24394164393222e-14	514545.28479523025
44	44	8.245799678826788e-14	514661.2539681426
45	44	8.247685787299418e-14	514778.97535229614
46	44	8.249599955257553e-14	514898.4480681043
47	44	8.251542168004641e-14	515019.67119828245
48	44	8.253512410275765e-14	515142.64379007136
49	44	8.255510666275686e-14	515267.3648576119
50	44	8.257536919700276e-14	515393.83338328253
51	44	8.259591153766398e-14	515522.0483195645
52	44	8.261673351234261e-14	515652.00859043683
53	44	8.263783494430981e-14	515783.7130928473
54	44	8.265921565270053e-14	515917.1606979274
55	44	8.268087545271043e-14	516052.3502522216
56	44	8.270281415573378e-14	516189.28057854786
57	44	8.272503156952618e-14	516327.9504770137
58	44	8.274752749831912e-14	516468.3587257307
59	44	8.277030174289851e-14	516610.50408130494
60	44	8.279335410075443e-14	516754.3852797715
61	44	8.281668436615918e-14	516900.0010370818
62	44	8.284029233036908e-14	517047.3500503631
63	44	8.286417778168329e-14	517196.4309982854
64	44	8.288834050549573e-14	517347.2425413857
65	44	8.291278028434098e-14	517499.78332235443
66	44	8.29374968980184e-14	517654.0519668102
67	44	8.296249012362393e-14	517810.0470834983
68	44	8.298775973563235e-14	517967.7672648039
69	44	8.301330550605756e-14	518127.2110877527
70	44	8.303912720435548e-14	518288.37711340474
71	44	8.30652245975259e-14	518451.2638874902
72	44	8.309159745016638e-14	518615.8699407456
73	44	8.31182455246197e-14	518782.1937898345
74	44	8.314516858098177e-14	518950.2339373964
75	44	8.317236637709045e-14	519119.98887197726
76	44	8.319983866859544e-14	519291.45706846577
77	44	8.322758520890853e-14	519464.6369877825
78	44	8.325560574932117e-14	519639.5270776141
79	44	8.328390003918357e-14	519816.1257735309
1	45	8.190951001697633e-14	511237.87600005197
2	45	8.191821210138878e-14	511292.19002477115
3	45	8.192642505908046e-14	511343.45116703777
4	45	8.193457291200798e-14	511394.30595818185
5	45	8.194280466326273e-14	511445.68440039654
6	45	8.195119148886271e-14	511498.0307385107
7	45	8.195977314563065e-14	511551.5931145729
8	45	8.196857410194151e-14	511606.52424784674
9	45	8.197761045225418e-14	511662.92459183227
10	45	8.19868933094774e-14	511720.8635077045
11	45	8.199643063582718e-14	511780.3906916026
12	45	8.200622830400419e-14	511841.54279796395
13	45	8.201629074742901e-14	511904.3474979653
14	45	8.202662137684052e-14	511968.82607971964
15	45	8.203722285718071e-14	512034.9951764515
16	45	8.204809729735925e-14	512102.86795091216
17	45	8.20592463837724e-14	512172.45492873713
18	45	8.207067147634304e-14	512243.7645978794
19	45	8.208237367902275e-14	512316.8038486484
20	45	8.209435389231616e-14	512391.57830154017
21	45	8.210661285320099e-14	512468.09255639807
22	45	8.211915116580177e-14	512546.350383863
23	45	8.21319693251963e-14	512626.3548739611
24	45	8.214506773610502e-14	512708.1085527533
25	45	8.21584467278213e-14	512791.6134755227
26	45	8.217210656620919e-14	512876.8713016589
27	45	8.218604746324651e-14	512963.8833542206
28	45	8.220026958494954e-14	513052.65066939755
29	45	8.221477305785394e-14	513143.17403696175
30	45	8.222955797430598e-14	513235.454033292
31	45	8.224462439690769e-14	513329.49104911863
32	45	8.225997236228804e-14	513425.2853130612
33	45	8.227560188416743e-14	513522.8369107555
34	45	8.229151295600573e-14	513622.14580138144
35	45	8.230770555324728e-14	513723.21183167485
36	45	8.232417963523529e-14	513826.0347478766
37	45	8.234093514685805e-14	513930.61420600716
38	45	8.235797201998435e-14	514036.9497808258
39	45	8.237529017465615e-14	514145.04097327485
40	45	8.239288952010958e-14	514254.88721685193
41	45	8.241076995575804e-14	514366.48788374616
42	45	8.242893137201937e-14	514479.842290001
43	45	8.244737365093917e-14	514594.94969940436
44	45	8.246609666686738e-14	514711.8093277121
45	45	8.248510028699432e-14	514830.4203459931
46	45	8.250438437183578e-14	514950.78188365715
47	45	8.252394877570035e-14	515072.893031372
48	45	8.254379334699859e-14	515196.75284299266
49	45	8.256391792866488e-14	515322.3603381947
50	45	8.25843223584239e-14	515449.7145041375
51	45	8.260500646905753e-14	515578.81429712975
52	45	8.262597008865304e-14	515709.6586441788
53	45	8.264721304084507e-14	515842.24644450104
54	45	8.266873514500726e-14	515976.5765707178
55	45	8.269053621647695e-14	516112.64787025773
56	45	8.27126160667032e-14	516250.459166281
57	45	8.273497450341514e-14	516390.0092587296
58	45	8.275761133077045e-14	516531.2969252547
59	45	8.278052634944155e-14	516674.32092175377
60	45	8.280371935674326e-14	516819.07998316834
61	45	8.282719014670671e-14	516965.5728239443
62	45	8.285093851022004e-14	517113.798138911
63	45	8.287496423519131e-14	517263.75460429734
64	45	8.289926710661552e-14	517415.4408781505
65	45	8.292384690660982e-14	517568.85560055566
66	45	8.294870341449456e-14	517723.99739414145
67	45	8.297383640690299e-14	517880.86486476543
68	45	8.299924565774566e-14	518039.45660129114
69	45	8.302493093843275e-14	518199.77117697604
70	45	8.305089201788493e-14	518361.8071495396
71	45	8.307712866253186e-14	518525.5630611533
72	45	8.310364063636755e-14	518691.0374387868
73	45	8.313042770101872e-14	518858.22879463434
74	45	8.315748961590228e-14	519027.13562709733
75	45	8.318482613818539e-14	519197.75642053573
76	45	8.321243702286805e-14	519370.0896457829
77	45	8.324032202278055e-14	519544.13376013027
78	45	8.326848088852734e-14	519719.88720697636
79	45	8.329691336862082e-14	519897.3484166624
1	46	8.19110934765172e-14	511247.75915638194
2	46	8.192001831916161e-14	511303.4635257063
3	46	8.192842598706492e-14	511355.93995097256
4	46	8.193675506346946e-14	511407.92584771663
5	46	8.194515988655136e-14	511460.3845170415
6	46	8.19537142753845e-14	511513.7767003988
7	46	8.196245951259505e-14	511568.36006313306
8	46	8.197142103460071e-14	511624.2933665425
9	46	8.198061559097889e-14	511681.681153047
10	46	8.199005475934686e-14	511740.595684298
11	46	8.19997468436036e-14	511801.08878904744
12	46	8.200969797488339e-14	511863.1987347451
13	46	8.201991278658908e-14	511926.95444075624
14	46	8.203039484716738e-14	511992.37817952654
15	46	8.204114694790563e-14	512059.4873728647
16	46	8.205217130030673e-14	512128.2958238571
17	46	8.206346967503522e-14	512198.81458409934
18	46	8.207504350192716e-14	512271.05257790734
19	46	8.208689394345433e-14	512345.0170608442
20	46	8.209902194949412e-14	512420.71396156563
21	46	8.211142829893847e-14	512498.14814152266
22	46	8.212411363170282e-14	512577.3235947448
23	46	8.21370784736247e-14	512658.243603245
24	46	8.215032325598398e-14	512740.9108588547
25	46	8.216384833106027e-14	512825.3275603258
26	46	8.217765398472041e-14	512911.4954918949
27	46	8.219174044642803e-14	512999.4160857583
28	46	8.220610789748296e-14	513089.0904734984
29	46	8.222075647783484e-14	513180.51952861005
30	46	8.223568629165187e-14	513273.7039012587
31	46	8.225089741193631e-14	513368.6440470878
32	46	8.226638988448941e-14	513465.34025196556
33	46	8.228216373116032e-14	513563.7926522633
34	46	8.22982189525952e-14	513664.00125201413
35	46	8.231455553061124e-14	513765.9659377301
36	46	8.233117343018646e-14	513869.68649082165
37	46	8.234807260120212e-14	513975.16259847285
38	46	8.236525297993846e-14	514082.39386297704
39	46	8.23827144903601e-14	514191.37980975985
40	46	8.240045704519664e-14	514302.1198941232
41	46	8.24184805468922e-14	514414.61350717273
42	46	8.243678488855364e-14	514528.8599817351
43	46	8.245536995461897e-14	514644.8585965308
44	46	8.247423562150591e-14	514762.60858022136
45	46	8.249338175823016e-14	514882.1091152689
46	46	8.251280822686861e-14	515003.359340827
47	46	8.253251488308701e-14	515126.35835603374
48	46	8.255250157647753e-14	515251.1052221195
49	46	8.257276815094105e-14	515377.59896479204
50	46	8.259331444504325e-14	515505.8385764599
51	46	8.261414029226089e-14	515635.82301776885
52	46	8.263524552125055e-14	515767.5512192797
53	46	8.2656629956089e-14	515901.0220829682
54	46	8.267829341647869e-14	516036.23448350804
55	46	8.27002357179658e-14	516173.1872696314
56	46	8.272245667212367e-14	516311.879265274
57	46	8.274495608671313e-14	516452.30927057593
58	46	8.276773376584456e-14	516594.4760628928
59	46	8.279078951011492e-14	516738.3783976515
60	46	8.281412311669981e-14	516884.0150089242
61	46	8.283773437947377e-14	517031.3846101797
62	46	8.286162308905736e-14	517180.48589457717
63	46	8.288578903300638e-14	517331.31753614685
64	46	8.291023199592399e-14	517483.8781904904
65	46	8.293495175954224e-14	517638.1664952892
66	46	8.295994810274466e-14	517794.18107044563
67	46	8.298522080171007e-14	517951.9205189808
68	46	8.30107696299004e-14	518111.38342695823
69	46	8.303659435813957e-14	518272.5683639764
70	46	8.306269475478895e-14	518435.47388426366
71	46	8.308907058572731e-14	518600.09852655325
72	46	8.311572161441759e-14	518766.4408145002
73	46	8.31426476018753e-14	518934.4992564836
74	46	8.316984830683476e-14	519104.27234664495
75	46	8.319732348580173e-14	519275.75856521574
76	46	8.32250728930824e-14	519448.95637869905
77	46	8.325309628088627e-14	519623.8642405115
78	46	8.328139339926026e-14	519800.48059057194
79	46	8.330996399606229e-14	519978.8038551367
1	47	8.191270782885651e-14	511257.83512998855
2	47	8.192185660230037e-14	511314.9371624935
3	47	8.193045985123054e-14	511368.63430594903
4	47	8.193897085672274e-14	511421.7557123591
5	47	8.19475493464085e-14	511475.29832109064
6	47	8.195627181144165e-14	511529.73955137155
7	47	8.196518107819827e-14	511585.3467038552
8	47	8.197430356327702e-14	511642.2846576354
9	47	8.198365668009421e-14	511700.66209847963
10	47	8.199325247751935e-14	511760.55422935844
11	47	8.20030996062074e-14	511822.01504329976
12	47	8.201320445976085e-14	511885.08444594766
13	47	8.202357187483997e-14	511949.79262529785
14	47	8.203420558030067e-14	512016.1628549893
15	47	8.204510849603675e-14	512084.2133595273
16	47	8.205628293805963e-14	512153.958594288
17	47	8.206773076293934e-14	512225.41014704556
18	47	8.207945347184061e-14	512298.5773873136
19	47	8.209145228697605e-14	512373.4679435272
20	47	8.210372820867006e-14	512450.08805920725
21	47	8.211628205868072e-14	512528.4428633532
22	47	8.212911451355435e-14	512608.5365786263
23	47	8.214222613062363e-14	512690.3726836163
24	47	8.215561736839238e-14	512773.95404007274
25	47	8.216928860273937e-14	512859.2829940417
26	47	8.218324014005842e-14	512946.3614578788
27	47	8.219747222778265e-14	513035.1909759368
28	47	8.221198506294606e-14	513125.7727780029
29	47	8.2226778799308e-14	513218.10782376514
30	47	8.224185355321664e-14	513312.19683941035
31	47	8.225720940842343e-14	513408.04034767277
32	47	8.227284642020465e-14	513505.6386935591
33	47	8.228876461881285e-14	513604.9920658906
34	47	8.23049640123412e-14	513706.10051518056
35	47	8.232144458921542e-14	513808.9639691884
36	47	8.233820632027389e-14	513913.5822459018
37	47	8.235524916060092e-14	514019.9550649797
38	47	8.237257305107875e-14	514128.0820574389
39	47	8.239017791975558e-14	514237.9627741925
40	47	8.240806368301691e-14	514349.596693361
41	47	8.242623024652149e-14	514462.9832261137
42	47	8.244467750618744e-14	514578.1217228242
43	47	8.246340534897344e-14	514695.0114779453
44	47	8.24824136535011e-14	514813.6517338945
45	47	8.250170229072065e-14	514934.041685208
46	47	8.25212711244016e-14	515056.18048160383
47	47	8.25411200116514e-14	515180.0672312187
48	47	8.256124880334714e-14	515305.7010033026
49	47	8.258165734446016e-14	515433.0808302448
50	47	8.260234547446648e-14	515562.20571013546
51	47	8.262331302761491e-14	515693.07460843923
52	47	8.264455983320787e-14	515825.6864597478
53	47	8.266608571583736e-14	515960.0401692529
54	47	8.268789049561755e-14	516096.1346141979
55	47	8.27099739883798e-14	516233.96864509484
56	47	8.273233600588875e-14	516373.54108707356
57	47	8.275497635600741e-14	516514.85074091185
58	47	8.277789484284897e-14	516657.8963839829
59	47	8.280109126696392e-14	516802.67677142343
60	47	8.282456542542025e-14	516949.1906366342
61	47	8.284831711196202e-14	517097.4366922694
62	47	8.287234611704159e-14	517247.41363043844
63	47	8.289665222794267e-14	517399.12012347346
64	47	8.292123522891448e-14	517552.5548247668
65	47	8.29460949013131e-14	517707.71636965324
66	47	8.297123102363769e-14	517864.6033756363
67	47	8.299664337160655e-14	518023.21444286255
68	47	8.302233171828249e-14	518183.5481549045
69	47	8.304829583400535e-14	518345.60307833925
70	47	8.307453548657618e-14	518509.3777638978
71	47	8.310105044132012e-14	518674.8707468582
72	47	8.312784046115992e-14	518842.08054750354
73	47	8.315490530660104e-14	519011.00567102974
74	47	8.318224473576002e-14	519181.6446077221
75	47	8.320985850451048e-14	519353.9958338669
76	47	8.323774636649138e-14	519528.05781180254
77	47	8.326590807321084e-14	519703.82899056806
78	47	8.329434337411548e-14	519881.3078063356
79	47	8.332305201653712e-14	520060.4926820777
1	48	8.191435304831406e-14	511268.1037605891
2	48	8.192372691101011e-14	511326.61068675254
3	48	8.193252660261444e-14	511381.5339263656
4	48	8.194122023634895e-14	511435.79520621244
5	48	8.194997298275414e-14	511490.4254375547
6	48	8.195886403358767e-14	511545.9188954279
7	48	8.196793777660954e-14	511602.55262585694
8	48	8.197722162052481e-14	511660.4977001636
9	48	8.198673365115648e-14	511719.8670009392
10	48	8.199648639505632e-14	511780.7387126061
11	48	8.200648885462117e-14	511843.16902358766
12	48	8.201674768988773e-14	511907.1995024762
13	48	8.202726794399449e-14	511972.86162600014
14	48	8.203805350886374e-14	512040.17968557676
15	48	8.204910743522088e-14	512109.1727222964
16	48	8.206043214547078e-14	512179.8558555891
17	48	8.207202958370144e-14	512252.2412194725
18	48	8.208390132380067e-14	512326.3386373608
19	48	8.209604864892761e-14	512402.1561180867
20	48	8.210847261091009e-14	512479.7002266293
21	48	8.212117407530894e-14	512558.976365383
22	48	8.213415375613433e-14	512639.9889908395
23	48	8.214741224294242e-14	512722.7417827112
24	48	8.216095002211118e-14	512807.2377767241
25	48	8.217476749372316e-14	512893.47946999193
26	48	8.218886498522722e-14	512981.4689062853
27	48	8.220324276249604e-14	513071.20774504764
28	48	8.221790103874222e-14	513162.69731704437
29	48	8.223283998193356e-14	513255.938670646
30	48	8.224805972094828e-14	513350.9326102453
31	48	8.226356035062623e-14	513447.6797277848
32	48	8.227934193602825e-14	513546.18042934156
33	48	8.229540451608031e-14	513646.43495787185
34	48	8.231174810658118e-14	513748.4434119836
35	48	8.232837270279635e-14	513852.2057621263
36	48	8.234527828164749e-14	513957.7218642568
37	48	8.236246480362663e-14	514064.9914717861
38	48	8.237993221441408e-14	514174.01424567826
39	48	8.239768044631122e-14	514284.7897633925
40	48	8.241570941950026e-14	514397.3175267465
41	48	8.243401904303389e-14	514511.5969680928
42	48	8.245260921578756e-14	514627.62745626306
43	48	8.247147982735289e-14	514745.4083021439
44	48	8.249063075869193e-14	514864.9387627603
45	48	8.251006188279609e-14	514986.21804538876
46	48	8.252977306525104e-14	515109.24531108263
47	48	8.254976416471125e-14	515234.0196776345
48	48	8.257003503341905e-14	515360.54022281547
49	48	8.259058551752944e-14	515488.80598640256
50	48	8.261141545750649e-14	515618.8159726528
51	48	8.26325246884463e-14	515750.5691523194
52	48	8.265391304036737e-14	515884.0644644632
53	48	8.267558033844836e-14	516019.3008179378
54	48	8.26975264032841e-14	516156.27709298645
55	48	8.271975105107175e-14	516294.99214240443
56	48	8.274225409383366e-14	516435.44479293004
57	48	8.276503533960188e-14	516577.63384639606
58	48	8.278809459256587e-14	516721.5580806518
59	48	8.281143165326497e-14	516867.21625076444
60	48	8.283504631870493e-14	517014.60708974604
61	48	8.285893838250194e-14	517163.72930945305
62	48	8.288310763498749e-14	517314.5816012401
63	48	8.290755386325852e-14	517467.16263627383
64	48	8.293227685128978e-14	517621.4710662334
65	48	8.295727638008274e-14	517777.5055242404
66	48	8.29825522277884e-14	517935.26462562516
67	48	8.300810416970172e-14	518094.746967892
68	48	8.303393197845943e-14	518255.95113195415
69	48	8.30600354240083e-14	518418.8756819352
70	48	8.308641427365002e-14	518583.5191654497
71	48	8.311306829218075e-14	518749.88011447375
72	48	8.313999724195355e-14	518917.9570457349
73	48	8.316720088297433e-14	519087.74846131104
74	48	8.319467897283111e-14	519259.25284818874
75	48	8.322243126680741e-14	519432.4686789712
76	48	8.325045751794674e-14	519607.3944122804
77	48	8.327875747707575e-14	519784.0284929019
78	48	8.330733089294849e-14	519962.36935268505
79	48	8.333617751231004e-14	520142.41541094036
1	49	8.191602910996512e-14	511278.56489261583
2	49	8.192562920664061e-14	511338.4838572483
3	49	8.193462619360084e-14	511394.6385150285
4	49	8.194350314837832e-14	511450.04399242485
5	49	8.195243073699369e-14	511505.7655007159
6	49	8.196149087985198e-14	511562.3143457788
7	49	8.197072954343039e-14	511619.9774271954
8	49	8.198017514026118e-14	511678.9320816711
9	49	8.198984643699541e-14	511739.2954411827
10	49	8.19997564441872e-14	511801.1487110512
11	49	8.200991452087726e-14	511864.5503056914
12	49	8.202032759743627e-14	511929.5434809839
13	49	8.203100092664942e-14	511996.1610221662
14	49	8.204193856611966e-14	512064.42825475073
15	49	8.205314369959436e-14	512134.365050084
16	49	8.20646188577273e-14	512205.9872032312
17	49	8.207636607371287e-14	512279.30740436696
18	49	8.208838699553536e-14	512354.33593937865
19	49	8.210068296849218e-14	512431.08120493445
20	49	8.211325509695443e-14	512509.55009396217
21	49	8.212610429120718e-14	512589.74828800245
22	49	8.213923130354773e-14	512671.6804825159
23	49	8.215263675647986e-14	512755.35056285723
24	49	8.216632116489439e-14	512840.7617427155
25	49	8.218028495366877e-14	512927.91667396156
26	49	8.219452847183946e-14	513016.81753510504
27	49	8.220905200418085e-14	513107.46610356425
28	49	8.22238557805177e-14	513199.8638137894
29	49	8.223893998342651e-14	513294.0118053309
30	49	8.225430475466462e-14	513389.9109629668
31	49	8.226995020048608e-14	513487.5619498813
32	49	8.228587639604852e-14	513586.9652351703
33	49	8.230208338922207e-14	513688.1211176152
34	49	8.231857120376477e-14	513791.0297455016
35	49	8.233533984201255e-14	513895.6911334092
36	49	8.235238928718889e-14	514002.1051766274
37	49	8.236971950539369e-14	514110.2716635689
38	49	8.238733044729959e-14	514220.19028635725
39	49	8.240522204964179e-14	514331.8606501254
40	49	8.242339423653718e-14	514445.2822812492
41	49	8.24418469205869e-14	514560.454634229
42	49	8.246058000378897e-14	514677.37709738594
43	49	8.247959337848257e-14	514796.0489987553
44	49	8.249888692809551e-14	514916.4696107523
45	49	8.251846052777498e-14	515038.63815410866
46	49	8.253831404502768e-14	515162.553801868
47	49	8.255844734017866e-14	515288.2156822496
48	49	8.257886026691109e-14	515415.6228820176
49	49	8.259955267266408e-14	515544.7744489638
50	49	8.262052439898186e-14	515675.6693940872
51	49	8.264177528188505e-14	515808.3066939111
52	49	8.266330515217513e-14	515942.6852923837
53	49	8.268511383568967e-14	516078.80410247087
54	49	8.270720115356303e-14	516216.66200778336
55	49	8.272956692243315e-14	516356.2578638677
56	49	8.275221095464917e-14	516497.59049950173
57	49	8.277513305847166e-14	516640.6587179447
58	49	8.279833303824347e-14	516785.4612980032
59	49	8.282181069454589e-14	516931.9969950061
60	49	8.284556582437557e-14	517080.2645419089
61	49	8.286959822124791e-14	517230.2626499389
62	49	8.289390767537733e-14	517381.9900097201
63	49	8.291849397372281e-14	517535.4452915578
64	49	8.294335690007045e-14	517690.62714595394
65	49	8.296849623513124e-14	517847.534204217
66	49	8.299391175672253e-14	518006.1650795949
67	49	8.301960323979101e-14	518166.5183674182
68	49	8.304557045652759e-14	518328.5926458175
69	49	8.307181317649665e-14	518492.38647652976
70	49	8.309833116658018e-14	518657.89840455
71	49	8.312512419110235e-14	518825.1269589082
72	49	8.315219201187529e-14	518994.0706529559
73	49	8.317953438835721e-14	519164.7279853525
74	49	8.320715107764882e-14	519337.0974400431
75	49	8.323504183449214e-14	519511.1774862509
76	49	8.326320641138274e-14	519686.966579178
77	49	8.329164455856553e-14	519864.46315997915
78	49	8.332035602412024e-14	520043.6656562948
79	49	8.334934055408814e-14	520224.5724830427
1	50	8.191773598959962e-14	511289.21837496175
2	50	8.192756345162842e-14	511350.55643952877
3	50	8.193675857785849e-14	511407.9477827616
4	50	8.194581954022742e-14	511464.5017427968
5	50	8.195492255195924e-14	511521.31815376075
6	50	8.196415228968745e-14	511578.92552451947
7	50	8.197355631565052e-14	511637.6207145921
8	50	8.198316405773202e-14	511697.58739799535
9	50	8.19929949716908e-14	511758.94700776937
10	50	8.200306255829808e-14	511821.7838089233
11	50	8.201337653805917e-14	511886.1584719518
12	50	8.202394411551469e-14	511952.11596396595
13	50	8.203477075621401e-14	512019.69039817003
14	50	8.204586068601378e-14	512088.9081502314
15	50	8.205721722384009e-14	512159.7899352138
16	50	8.206884301042238e-14	512232.3522352194
17	50	8.208074016962711e-14	512306.60830635205
18	50	8.209291042488667e-14	512382.5689054081
19	50	8.210535518481536e-14	512460.2428242479
20	50	8.21180756073522e-14	512539.6372901434
21	50	8.213107264841343e-14	512620.75826944184
22	50	8.214434709939559e-14	512703.6107016415
23	50	8.215789961646897e-14	512788.19868222653
24	50	8.217173074367009e-14	512874.5256067988
25	50	8.218584093124596e-14	512962.59428557317
26	50	8.220023055035406e-14	513052.4070351275
27	50	8.221489990513041e-14	513143.9657537256
28	50	8.222984924243455e-14	513237.2719821403
29	50	8.224507875984808e-14	513332.3269535763
30	50	8.226058861236063e-14	513429.1316354007
31	50	8.227637891795487e-14	513527.686764002
32	50	8.229244976219337e-14	513627.99287341855
33	50	8.230880120216527e-14	513730.050319972
34	50	8.232543326983663e-14	513833.8593031784
35	50	8.234234597484485e-14	513939.4198831895
36	50	8.235953930692968e-14	514046.731995966
37	50	8.237701323799595e-14	514155.7954661521
38	50	8.239476772389721e-14	514266.61001820775
39	50	8.241280270598723e-14	514379.1752860929
40	50	8.243111811246916e-14	514493.4908216877
41	50	8.244971385962222e-14	514609.5561024493
42	50	8.24685898527317e-14	514727.3705372162
43	50	8.2487745987016e-14	514846.9334719945
44	50	8.250718214848044e-14	514968.2441952867
45	50	8.252689821455162e-14	515091.30194205156
46	50	8.254689405474889e-14	515216.1058978947
47	50	8.256716953119074e-14	515342.6552022291
48	50	8.258772449909278e-14	515470.94895138365
49	50	8.260855880725902e-14	515600.9862016691
50	50	8.262967229841177e-14	515732.7659714375
51	50	8.265106480957885e-14	515866.28724349855
52	50	8.267273617241356e-14	516001.54896711704
53	50	8.269468621348346e-14	516138.5500598151
54	50	8.271691475452153e-14	516277.28940893983
55	50	8.273942161266912e-14	516417.7658731798
56	50	8.276220660067166e-14	516559.9782837862
57	50	8.27852695270779e-14	516703.92544581695
58	50	8.280861019644719e-14	516849.60613942996
59	50	8.283222840947276e-14	516997.01912065287
60	50	8.2856123963192e-14	517146.16312269535
61	50	8.288029665108235e-14	517297.0368565477
62	50	8.290474626324693e-14	517449.6390121393
63	50	8.292947258651948e-14	517603.96825899393
64	50	8.29544754045452e-14	517760.0232467338
65	50	8.297975449783451e-14	517917.80260541587
66	50	8.300530964389792e-14	518077.3049463726
67	50	8.303114061739214e-14	518238.5288631249
68	50	8.305724719011411e-14	518401.47293134424
69	50	8.308362913121166e-14	518566.13571016776
70	50	8.31102862071872e-14	518732.5157422212
71	50	8.313721818194397e-14	518900.6115539076
72	50	8.316442481683713e-14	519070.4216557261
73	50	8.319190587077059e-14	519241.94454287656
74	50	8.321966110033567e-14	519415.1786961245
75	50	8.324769025977255e-14	519590.1225815611
76	50	8.327599310104081e-14	519766.774651043
77	50	8.330456937387367e-14	519945.1333425313
78	50	8.333341882578689e-14	520125.1970801464
79	50	8.336254120213328e-14	520306.964274509
1	51	8.191947366368402e-14	511300.0640607424
2	51	8.192952960944348e-14	511362.82820559165
3	51	8.193892371028083e-14	511421.46144803223
4	51	8.194816936063954e-14	511479.1681374099
5	51	8.195744837185288e-14	511537.083048427
6	51	8.19668482039194e-14	511595.75206231134
7	51	8.197641803160428e-14	511655.48210316116
8	51	8.198618830947695e-14	511716.4632530487
9	51	8.199617919054742e-14	511778.82129690435
10	51	8.200640467191702e-14	511842.6435975797
11	51	8.201687484029795e-14	511907.9931112481
12	51	8.2027597178175e-14	511974.91653980827
13	51	8.203857736693004e-14	512043.4493435821
14	51	8.204981980320669e-14	512113.6189642031
15	51	8.206132794323331e-14	512185.44697370654
16	51	8.207310453961454e-14	512258.9505524632
17	51	8.208515180843188e-14	512334.1435321367
18	51	8.209747154989718e-14	512411.03714874224
19	51	8.211006523710548e-14	512489.6405965964
20	51	8.212293408257557e-14	512569.9614436304
21	51	8.213607908874838e-14	512652.00594657514
22	51	8.214950108691865e-14	512735.7792939536
23	51	8.216320076763642e-14	512821.28579583083
24	51	8.217717870471309e-14	512908.52903364843
25	51	8.219143537432568e-14	512997.5119794635
26	51	8.220597117028071e-14	513088.23709121766
27	51	8.222078641653805e-14	513180.7063909052
28	51	8.223588137740517e-14	513274.92152820015
29	51	8.225125626585775e-14	513370.8838323893
30	51	8.22669112504748e-14	513468.59435565793
31	51	8.228284646127657e-14	513568.0539095268
32	51	8.229906199452973e-14	513669.26309484406
33	51	8.231555791682065e-14	513772.22232720826
34	51	8.233233426856878e-14	513876.93185889715
35	51	8.234939106694479e-14	513983.39179708145
36	51	8.236672830841514e-14	514091.6021197066
37	51	8.238434597088582e-14	514201.5626888728
38	51	8.24022440155748e-14	514313.2732625223
39	51	8.24204223886319e-14	514426.7335045494
40	51	8.243888102251777e-14	514541.94299340755
41	51	8.245761983731074e-14	514658.90123026585
42	51	8.247663874172831e-14	514777.60764538514
43	51	8.249593763401725e-14	514898.0616036728
44	51	8.251551640286761e-14	515020.26241038844
45	51	8.253537492810941e-14	515144.2093154915
46	51	8.25555130813691e-14	515269.90151773894
47	51	8.25759307266625e-14	515397.33816838625
